iter	RMSE
310	0.09162933703
311	0.09156505819
312	0.0915027456
313	0.09138675654
314	0.09127400983
315	0.09118327313
316	0.09107635132
317	0.09092810093
318	0.09080368924
319	0.09068606596
320	0.09057473039
321	0.09044892042
322	0.09039456253
323	0.09034915967
324	0.09028939401
325	0.09016784217
326	0.09006315795
327	0.08988494876
328	0.0898175093
329	0.08968490751
330	0.08952643693
331	0.08939835484
332	0.08932431224
333	0.08919391202
334	0.08910203363
335	0.08894289084
336	0.08887835874
337	0.08876517591
338	0.0886285832
339	0.08854964132
340	0.08843042032
341	0.08833918402
342	0.08827801796
343	0.088250411
344	0.08811928223
345	0.08801741032
346	0.08785283057
347	0.08774230398
348	0.08762450608
349	0.08747971063
350	0.08732520484
351	0.08730245563
352	0.08721532052
353	0.08711076405
354	0.08704391661
355	0.08692478094
356	0.08681457129
357	0.08665885585
358	0.08655004426
359	0.08647458614
360	0.08641416017
361	0.08626117
362	0.08616174042
363	0.08607726174
364	0.08597501489
365	0.08592303125
366	0.08580880012
367	0.08577579952
368	0.0856439072
369	0.08555069601
370	0.08552201341
371	0.08540752326
372	0.08536750324
373	0.08528931202
374	0.08523461131
375	0.08516088033
376	0.08511256
377	0.08496974457
378	0.08488909029
379	0.08479605952
380	0.08467038279
381	0.08462210469
382	0.0845297786
383	0.08442492528
384	0.08440512859
385	0.08434796371
386	0.08422603954
387	0.08410039658
388	0.08398544486
389	0.08386929453
390	0.08377199912
391	0.08360456005
392	0.08349790138
393	0.0834187664
394	0.08339772812
395	0.08328352773
396	0.08324165566
397	0.08315550449
398	0.08302324471
399	0.08292153766
400	0.08280736054
401	0.08271853654
402	0.08264385055
403	0.08262358915
404	0.08260459443
405	0.08251870482
406	0.08244039865
407	0.08240009102
408	0.08232166083
409	0.08230663392
410	0.08220211678
411	0.08212917497
412	0.08204598516
413	0.08195202809
414	0.0818645507
415	0.08175557464
416	0.08167217398
417	0.08154586898
418	0.08149536382
419	0.08144615152
420	0.08138400882
421	0.08126374993
422	0.08116370105
423	0.08104243167
424	0.08096122846
425	0.08087674731
426	0.08081357929
427	0.08076396764
428	0.08064180648
429	0.08056907396
430	0.08046500315
431	0.0804100144
432	0.08032208827
433	0.08026525968
434	0.08018956318
435	0.08013553703
436	0.08005790579
437	0.07997734551
438	0.07988738365
439	0.07982034526
440	0.07973669608
441	0.07965551416
442	0.07954175355
443	0.0794612124
444	0.07936312547
445	0.07928154822
446	0.07921869015
447	0.07912841662
448	0.07902621735
449	0.07889646684
450	0.07882284319
451	0.07878312154
452	0.07872860826
453	0.07866099982
454	0.07859830975
455	0.07854951325
456	0.07847336485
457	0.0783806417
458	0.07830534893
459	0.07816909348
460	0.07808147301
461	0.07799583501
462	0.07791707718
463	0.07785381098
464	0.07782211272
465	0.0777487536
466	0.07764387358
467	0.07756994234
468	0.07755540686
469	0.07746326617
470	0.07734416248
471	0.0772620609
472	0.07724302233
473	0.07713470272
474	0.07703107235
475	0.07693771684
476	0.07687296059
477	0.07681674977
478	0.07670432012
479	0.07665666398
480	0.07659877377
481	0.07655087282
482	0.07647400427
483	0.07643003803
484	0.07637357032
485	0.07630399041
486	0.07620077161
487	0.07612103912
488	0.07608162617
489	0.07601092309
490	0.07591669597
491	0.07584299797
492	0.07574233072
493	0.07565628549
494	0.07556782217
495	0.07549486909
496	0.07548305912
497	0.07539202123
498	0.07531578078
499	0.07530515514
500	0.07522243958
501	0.07515939527
502	0.0750790551
503	0.07500881792
504	0.07492693213
505	0.07485788225
506	0.07478767357
507	0.07469817411
508	0.07463049129
509	0.07453417397
510	0.07445216107
511	0.07439117441
512	0.07431688674
513	0.07425100687
514	0.07420557108
515	0.07416947033
516	0.07411305838
517	0.07404386957
518	0.07395460251
519	0.07386580111
520	0.07382125582
521	0.07374588633
522	0.07370665866
523	0.07369673644
524	0.07363372987
525	0.07357611104
526	0.07351929532
527	0.0734687163
528	0.07340432274
529	0.07337203929
530	0.07329147454
531	0.07328052816
532	0.07321408198
533	0.07312718258
534	0.07311644452
535	0.07303545232
536	0.07294645124
537	0.07293737666
538	0.07288636359
539	0.07284523068
540	0.07283415262
541	0.07282248273
542	0.07276937197
543	0.0727004231
544	0.07263386415
545	0.07254840453
546	0.07247213367
547	0.07243593823
548	0.07234690759
549	0.07227169746
550	0.07218543583
551	0.07210318156
552	0.07204983367
553	0.07200505972
554	0.07195580698
555	0.07187914288
556	0.07183035477
557	0.07181126624
558	0.07176353775
559	0.07169301769
560	0.0716811311
561	0.07163163235
562	0.07154988756
563	0.07153891257
564	0.07146384748
565	0.07139724901
566	0.07133621817
567	0.0712640752
568	0.07120570979
569	0.07110580124
570	0.0710279216
571	0.07093689075
572	0.07080799652
573	0.07074297342
574	0.07066264987
575	0.07062142005
576	0.07056097113
577	0.0705105908
578	0.07043574036
579	0.07037904109
580	0.07033946814
581	0.07025160461
582	0.07019472391
583	0.07015274425
584	0.07008588676
585	0.07002129572
586	0.07001151959
587	0.07000179425
588	0.06998108552
589	0.06992362274
590	0.06986464484
591	0.0698104358
592	0.06971868026
593	0.06970650397
594	0.06963788422
595	0.06958563608
596	0.06953864631
597	0.069494693
598	0.06939497939
599	0.06934615671
600	0.06927193219
601	0.06925640828
602	0.06922946986
603	0.06918065236
604	0.06909412333
605	0.06902996458
606	0.06901749288
607	0.06893952669
608	0.06888189346
609	0.06881615134
610	0.06871901768
611	0.06868085751
612	0.06867250244
613	0.06863634765
614	0.06856816095
615	0.06848854439
616	0.0684229063
617	0.06834637218
618	0.06826070928
619	0.06819771013
620	0.06817307053
621	0.06816588126
622	0.06815576491
623	0.06814673252
624	0.06808387153
625	0.06803389309
626	0.06799303797
627	0.0679281694
628	0.06786021902
629	0.0678206641
630	0.0677523137
631	0.06769243244
632	0.06765626691
633	0.0676472265
634	0.06760475048
635	0.06753229279
636	0.06747702373
637	0.06743913043
638	0.0673830417
639	0.06734608226
640	0.06731567711
641	0.06730725991
642	0.06723832243
643	0.06717204368
644	0.0671457585
645	0.0671363586
646	0.06712787936
647	0.06712208327
648	0.06705544688
649	0.06699208296
650	0.0669177567
651	0.0668800883
652	0.06681382741
653	0.06675843599
654	0.06670161082
655	0.06666153621
656	0.06665618418
657	0.06657585859
658	0.06653578656
659	0.06646227133
660	0.06641703098
661	0.06635025699
662	0.06629724944
663	0.06628257849
664	0.06627485399
665	0.0662415188
666	0.06618338529
667	0.06611780232
668	0.06609452625
669	0.06600907547
670	0.06595826567
671	0.06589789038
672	0.06581598015
673	0.06576224499
674	0.06571109013
675	0.0656646283
676	0.06558548871
677	0.06553136161
678	0.06550713442
679	0.06541171548
680	0.06532674046
681	0.06522895536
682	0.06518471785
683	0.06515075956
684	0.06510413208
685	0.06503482368
686	0.0650275421
687	0.06496252552
688	0.0648927376
689	0.06484550944
690	0.06478483817
691	0.06477997807
692	0.06473766669
693	0.06466452399
694	0.06462009521
695	0.06458024965
696	0.06453840969
697	0.06446317237
698	0.06440309218
699	0.06435020979
700	0.06431116438
701	0.06427470183
702	0.06424479001
703	0.06421067304
704	0.06414486453
705	0.06409308807
706	0.06406219358
707	0.06395777833
708	0.06390598527
709	0.06384345418
710	0.06382138742
711	0.06381250746
712	0.06380524209
713	0.06377251478
714	0.06370131714
715	0.0636575134
716	0.06359882796
717	0.06359202611
718	0.06353511891
719	0.06349388073
720	0.06348931381
721	0.06342493956
722	0.06336446272
723	0.06333210356
724	0.06323625003
725	0.06319020328
726	0.06315001607
727	0.0630906066
728	0.06302849798
729	0.06294208901
730	0.06291538788
731	0.06288798414
732	0.06286694526
733	0.06283383182
734	0.06273992791
735	0.06273531798
736	0.06269404572
737	0.06263709148
738	0.06258577952
739	0.06253038974
740	0.06248941676
741	0.06247038552
742	0.06242211792
743	0.062383184
744	0.06232647024
745	0.06228366535
746	0.0622069361
747	0.06214778021
748	0.06210719836
749	0.06206030757
750	0.06199023965
751	0.06198611988
752	0.06192181004
753	0.06187313778
754	0.06181792802
755	0.06179254373
756	0.06174513128
757	0.06167832836
758	0.06162090346
759	0.06157298373
760	0.0615313083
761	0.06146496707
762	0.06139446558
763	0.061353166
764	0.0612914616
765	0.06125134013
766	0.06120596819
767	0.06114869325
768	0.06111281456
769	0.0610604081
770	0.0610176938
771	0.06097767893
772	0.06092756433
773	0.06086648986
774	0.06080153897
775	0.06075214383
776	0.06068034047
777	0.06061922617
778	0.06055066371
779	0.06050211683
780	0.06044178887
781	0.06039918786
782	0.06034189201
783	0.06030102921
784	0.06025584182
785	0.06022975295
786	0.0601362545
787	0.06013231565
788	0.06009060013
789	0.06005192406
790	0.06003035617
791	0.05996490579
792	0.05990059074
793	0.05984427684
794	0.05984112365
795	0.05979571685
796	0.05976542891
797	0.0597253235
798	0.05972056285
799	0.05969026889
800	0.05962883596
801	0.0595943655
802	0.05957451376
803	0.05951677248
804	0.05947178923
805	0.05946833108
806	0.05942279529
807	0.05937209478
808	0.05931623074
809	0.05927050622
810	0.05922261115
811	0.05916764121
812	0.0591168011
813	0.05903941065
814	0.05901254104
815	0.05895971559
816	0.05891999789
817	0.05886740524
818	0.0588211275
819	0.05874840895
820	0.05869713515
821	0.05861420137
822	0.05860441553
823	0.05855802375
824	0.05848227947
825	0.05840885951
826	0.05834300678
827	0.05830174924
828	0.05826849254
829	0.05821285542
830	0.05815463114
831	0.0581141038
832	0.05805810884
833	0.05801285925
834	0.05797159541
835	0.05790985347
836	0.05789727044
837	0.05789385927
838	0.05783669014
839	0.0578332408
840	0.05777950594
841	0.0577622715
842	0.05772804562
843	0.05768724993
844	0.05765483781
845	0.05755512617
846	0.0575242682
847	0.05746362429
848	0.05742631789
849	0.05740218198
850	0.05736707948
851	0.05736364456
852	0.05730823845
853	0.05726341486
854	0.0572241049
855	0.05718932393
856	0.05715271374
857	0.05714177025
858	0.05713447568
859	0.05710147228
860	0.05704197261
861	0.05699916401
862	0.0569286734
863	0.05688359978
864	0.05684013145
865	0.05678568882
866	0.05674499675
867	0.05669842148
868	0.05667177883
869	0.05663372129
870	0.05657993358
871	0.0565429344
872	0.05650868368
873	0.05648924338
874	0.05645976567
875	0.05641902784
876	0.05637587494
877	0.05633495362
878	0.05629063037
879	0.05625043363
880	0.05623179118
881	0.05618557376
882	0.05616207208
883	0.05611618857
884	0.05609970995
885	0.05605775995
886	0.0560181085
887	0.05595033653
888	0.05592096157
889	0.05590559597
890	0.05588887113
891	0.05583986642
892	0.05582537146
893	0.0557700819
894	0.0557567689
895	0.05569194839
896	0.05565190905
897	0.05561488785
898	0.05557447849
899	0.05557134583
900	0.05552046478
901	0.05544856472
902	0.05540571251
903	0.05536674414
904	0.05528088483
905	0.05523094247
906	0.05519428767
907	0.05515497272
908	0.05514287415
909	0.05509086666
910	0.05504720218
911	0.05499525168
912	0.05497624102
913	0.054939213
914	0.05493632703
915	0.05491292171
916	0.05489092186
917	0.05486759898
918	0.05482680531
919	0.0547639139
920	0.05471377953
921	0.05465181112
922	0.05461107946
923	0.05457794633
924	0.05452645606
925	0.05450876417
926	0.05448534558
927	0.05442157206
928	0.0543762938
929	0.05435781544
930	0.05433995823
931	0.05430943493
932	0.05424000422
933	0.05423465992
934	0.05422958194
935	0.05418210614
936	0.05413485895
937	0.05411568879
938	0.05408639894
939	0.05404341942
940	0.05399207653
941	0.05392609279
942	0.05389890952
943	0.05385706206
944	0.05380317405
945	0.05377591063
946	0.05372874271
947	0.05365639297
948	0.05362220855
949	0.05358853811
950	0.05355930364
951	0.05352479372
952	0.05349108992
953	0.05346250357
954	0.05345901847
955	0.05345561773
956	0.05345139988
957	0.05341022181
958	0.05332364045
959	0.05328581615
960	0.053229917
961	0.0531996227
962	0.05315871188
963	0.05313553395
964	0.05309543797
965	0.05308313467
966	0.0530311782
967	0.0529978542
968	0.05296783085
969	0.05294101516
970	0.05291887806
971	0.05282743732
972	0.05279524371
973	0.05275947649
974	0.05274375642
975	0.05269315506
976	0.05264616601
977	0.05261036109
978	0.05257978793
979	0.05253354478
980	0.05251335201
981	0.05250709335
982	0.05247983776
983	0.05247629888
984	0.05243015119
985	0.05239108187
986	0.05234321399
987	0.05232559686
988	0.05227268399
989	0.05226139354
990	0.05220879391
991	0.05217352287
992	0.05214531777
993	0.05210831786
994	0.05203937551
995	0.05203649077
996	0.05202985137
997	0.05199997106
998	0.05197030568
999	0.0519348253
1000	0.05190798977
1001	0.05185099524
1002	0.05182534627
1003	0.05181386433
1004	0.05176844649
1005	0.05173985638
1006	0.05167884568
1007	0.05161334854
1008	0.05155943567
1009	0.05151567745
1010	0.05147484229
1011	0.05144065389
1012	0.05138742823
1013	0.05134009724
1014	0.05133016234
1015	0.05128277699
1016	0.05124027027
1017	0.05119081872
1018	0.0511721445
1019	0.05112239945
1020	0.05109399056
1021	0.05106378532
1022	0.05099846997
1023	0.05094323017
1024	0.05089187454
1025	0.05083763935
1026	0.0508121218
1027	0.05075713111
1028	0.05075389068
1029	0.05070611614
1030	0.05065839618
1031	0.05063426149
1032	0.05059539463
1033	0.05056849289
1034	0.05052978665
1035	0.05049536005
1036	0.05049083083
1037	0.05043684632
1038	0.05041792788
1039	0.05041389978
1040	0.05036370844
1041	0.05032469119
1042	0.05030412605
1043	0.05027720462
1044	0.05025612806
1045	0.05021588197
1046	0.05017924309
1047	0.05013751285
1048	0.05006843801
1049	0.05003533902
1050	0.05003258165
1051	0.04999543817
1052	0.04995239044
1053	0.04992882515
1054	0.04990091546
1055	0.04987506137
1056	0.04982631988
1057	0.04979406927
1058	0.04974766965
1059	0.04972880429
1060	0.04970543353
1061	0.04966533816
1062	0.04964158969
1063	0.04958710416
1064	0.04957288129
1065	0.04954948487
1066	0.04950762786
1067	0.04947289661
1068	0.04943846596
1069	0.04939710885
1070	0.04935875801
1071	0.04931435351
1072	0.04928668294
1073	0.04924891264
1074	0.04922312537
1075	0.04920064085
1076	0.0491601785
1077	0.04914354995
1078	0.04911489435
1079	0.04904408759
1080	0.04898478166
1081	0.04895047481
1082	0.04891666438
1083	0.04886991486
1084	0.0488131677
1085	0.04878887662
1086	0.04876764905
1087	0.04872019883
1088	0.04869228716
1089	0.04866439765
1090	0.04863693432
1091	0.04863462019
1092	0.04859022124
1093	0.04854376335
1094	0.04852686234
1095	0.04849889975
1096	0.04846376459
1097	0.04843379514
1098	0.04842359829
1099	0.04839804999
1100	0.04837309029
1101	0.04833175703
1102	0.04831681753
1103	0.04828914018
1104	0.04827106959
1105	0.04825086252
1106	0.04821709626
1107	0.04818535151
1108	0.04813067095
1109	0.04808623116
1110	0.04803874489
1111	0.04798559061
1112	0.04793924502
1113	0.0479259816
1114	0.04790161511
1115	0.04787183487
1116	0.04783996446
1117	0.04781746861
1118	0.04777909211
1119	0.047741581
1120	0.04771356726
1121	0.04769161567
1122	0.04767672276
1123	0.0476386791
1124	0.04756911435
1125	0.04752649189
1126	0.04747901275
1127	0.04744728696
1128	0.04742596089
1129	0.04737954531
1130	0.04736464567
1131	0.047331951
1132	0.04730931682
1133	0.04728247344
1134	0.04724646491
1135	0.04720598747
1136	0.04720222111
1137	0.0471503377
1138	0.04713215319
1139	0.04709750856
1140	0.04706660366
1141	0.04703131942
1142	0.04701727615
1143	0.04697654772
1144	0.04697399214
1145	0.04695539838
1146	0.04691901241
1147	0.04689337638
1148	0.04686602507
1149	0.04683983383
1150	0.04680982804
1151	0.04678215724
1152	0.04675500013
1153	0.0467251668
1154	0.04670601023
1155	0.0466565304
1156	0.04664661171
1157	0.04664128157
1158	0.04660144128
1159	0.04654004166
1160	0.04649541447
1161	0.04645422141
1162	0.04642377096
1163	0.0463945371
1164	0.04634407572
1165	0.04629462673
1166	0.04627030387
1167	0.04625884186
1168	0.04622732331
1169	0.04617852384
1170	0.04613519236
1171	0.04612130496
1172	0.04609816184
1173	0.04603629803
1174	0.04599509459
1175	0.04599131316
1176	0.04594035962
1177	0.04590547404
1178	0.04588497286
1179	0.04583965354
1180	0.04581087701
1181	0.04579674076
1182	0.04577147352
1183	0.04571989041
1184	0.04571706087
1185	0.04569375219
1186	0.04564810647
1187	0.04558840305
1188	0.04555337748
1189	0.04552677691
1190	0.04549570992
1191	0.04547689932
1192	0.04546125104
1193	0.04542794717
1194	0.04540430428
1195	0.04537028622
1196	0.0453352196
1197	0.04530356504
1198	0.04526813558
1199	0.04524476613
1200	0.04523161556
1201	0.0451927227
1202	0.04517294715
1203	0.04515335845
1204	0.0450959502
1205	0.04503636032
1206	0.04501414457
1207	0.04497427058
1208	0.04493416069
1209	0.04487132473
1210	0.04485226076
1211	0.04482882006
1212	0.04477605014
1213	0.04474687896
1214	0.04471083559
1215	0.04468676493
1216	0.04464815319
1217	0.04459174641
1218	0.04454913514
1219	0.04453953293
1220	0.04450707216
1221	0.04443563487
1222	0.04441397786
1223	0.04438009024
1224	0.04432433018
1225	0.04426084984
1226	0.04425693654
1227	0.04425486872
1228	0.04423963132
1229	0.04418860808
1230	0.04415418004
1231	0.0441262183
1232	0.04407926158
1233	0.04406160951
1234	0.04401599997
1235	0.043987202
1236	0.04395049797
1237	0.04393375782
1238	0.04391896751
1239	0.04387378004
1240	0.04382288409
1241	0.04380057465
1242	0.04379752664
1243	0.0437583754
1244	0.04373808207
1245	0.04369666367
1246	0.04366271024
1247	0.04364525585
1248	0.04359081981
1249	0.04358507775
1250	0.04357305197
1251	0.04352861725
1252	0.04349991627
1253	0.0434966296
1254	0.04345886107
1255	0.04343357658
1256	0.04338657822
1257	0.04333227883
1258	0.04330681949
1259	0.0432549312
1260	0.04321964506
1261	0.04317548459
1262	0.04315068749
1263	0.04311403566
1264	0.04306472995
1265	0.04303070509
1266	0.0430289582
1267	0.04302067013
1268	0.0429904313
1269	0.04297274985
1270	0.04296136322
1271	0.04295898858
1272	0.04292104665
1273	0.04289619861
1274	0.04285911998
1275	0.0428141721
1276	0.04278334824
1277	0.04275521869
1278	0.04271782395
1279	0.0426991807
1280	0.04266322289
1281	0.04262987452
1282	0.04259529549
1283	0.04256989054
1284	0.04253854259
1285	0.04252019835
1286	0.04249758683
1287	0.04246253084
1288	0.04241158213
1289	0.04237564626
1290	0.04235756416
1291	0.04231001222
1292	0.0422851849
1293	0.04227150327
1294	0.0422430082
1295	0.04220907891
1296	0.04219622678
1297	0.0421830918
1298	0.04215653434
1299	0.0421324955
1300	0.04212073335
1301	0.04209007428
1302	0.04208347854
1303	0.04205873429
1304	0.04203979852
1305	0.04203596754
1306	0.04200337087
1307	0.04200030088
1308	0.04195696493
1309	0.04193722994
1310	0.04189199175
1311	0.04188927945
1312	0.04184364362
1313	0.04181503364
1314	0.04178721592
1315	0.04176466249
1316	0.04173708858
1317	0.04173259972
1318	0.04170435487
1319	0.04167250194
1320	0.04163799807
1321	0.04161620627
1322	0.04159547269
1323	0.04156832065
1324	0.04154206967
1325	0.04148880665
1326	0.04147409388
1327	0.04144772719
1328	0.04142175318
1329	0.04140198489
1330	0.0413948289
1331	0.04138436271
1332	0.0413609417
1333	0.04131825256
1334	0.04130109008
1335	0.04127640381
1336	0.04122484211
1337	0.04117798505
1338	0.04112524471
1339	0.04109687432
1340	0.04106384276
1341	0.04104566536
1342	0.04103515232
1343	0.04101199382
1344	0.04100351223
1345	0.0409688732
1346	0.04091712222
1347	0.0408801038
1348	0.04086243296
1349	0.04083975576
1350	0.04081477975
1351	0.04078647347
1352	0.04078464277
1353	0.0407444474
1354	0.04070453583
1355	0.04067362054
1356	0.04065747688
1357	0.04064510185
1358	0.04061456982
1359	0.04058452039
1360	0.04055320055
1361	0.04051462462
1362	0.04048963023
1363	0.04047431887
1364	0.0404541556
1365	0.04043609042
1366	0.04039893955
1367	0.04037519184
1368	0.04034247477
1369	0.04029119721
1370	0.04028697133
1371	0.04028510495
1372	0.04024718719
1373	0.04022601929
1374	0.0401993174
1375	0.04018855264
1376	0.04015095227
1377	0.04014820809
1378	0.04009233234
1379	0.04007075528
1380	0.04006900731
1381	0.04002744263
1382	0.03999288959
1383	0.03994817966
1384	0.03993414457
1385	0.03991080215
1386	0.0398864258
1387	0.0398716411
1388	0.03985839363
1389	0.03981392713
1390	0.03980707433
1391	0.03977883802
1392	0.0397545179
1393	0.03972229967
1394	0.03971240547
1395	0.03969338428
1396	0.03965942698
1397	0.03964083068
1398	0.03959951587
1399	0.03956618742
1400	0.03952980004
1401	0.03951153592
1402	0.03949131811
1403	0.03946368171
1404	0.03943137614
1405	0.03938846829
1406	0.03936222498
1407	0.0393260856
1408	0.03932386143
1409	0.03930307904
1410	0.03928281036
1411	0.03925903172
1412	0.03925288258
1413	0.03921291829
1414	0.03917861199
1415	0.0391470964
1416	0.03912311718
1417	0.03909325229
1418	0.03906956438
1419	0.03903653342
1420	0.03901382789
1421	0.03898174378
1422	0.03895113347
1423	0.03892241643
1424	0.03888655686
1425	0.03886505536
1426	0.038840398
1427	0.03883011642
1428	0.03879034868
1429	0.03875677247
1430	0.03875099673
1431	0.0387228587
1432	0.03868564872
1433	0.03865810819
1434	0.03864785416
1435	0.03861890425
1436	0.03857945852
1437	0.03857293648
1438	0.03854119065
1439	0.03852710827
1440	0.03850371499
1441	0.03847401354
1442	0.03847158686
1443	0.03844876348
1444	0.03842591667
1445	0.03839663961
1446	0.03836838026
1447	0.0383536407
1448	0.03829858569
1449	0.03826691033
1450	0.0382635888
1451	0.0382453341
1452	0.03822284362
1453	0.03820724184
1454	0.03817536556
1455	0.03814998726
1456	0.03812934592
1457	0.03809455066
1458	0.03806548098
1459	0.03803987631
1460	0.03800255575
1461	0.03798097656
1462	0.03794638715
1463	0.03791315541
1464	0.03787714179
1465	0.03783771918
1466	0.03780490508
1467	0.03778613356
1468	0.03775651205
1469	0.03771729813
1470	0.03768800099
1471	0.03765877381
1472	0.03763776998
1473	0.03762251476
1474	0.03759039821
1475	0.03756766289
1476	0.03755190162
1477	0.03750947332
1478	0.03748927015
1479	0.03745914429
1480	0.03741891728
1481	0.03738991026
1482	0.03734184797
1483	0.03732604921
1484	0.03730677691
1485	0.03727693836
1486	0.03724334612
1487	0.03722271271
1488	0.03720239552
1489	0.03718063468
1490	0.03717426198
1491	0.03714489252
1492	0.03712014537
1493	0.03710222223
1494	0.03710042576
1495	0.03708465369
1496	0.0370632041
1497	0.03702863673
1498	0.03701241659
1499	0.03698625638
1500	0.03696068716
