iter	RMSE
1501	0.0369231116
1502	0.03690762693
1503	0.03689206145
1504	0.03684484502
1505	0.03681084141
1506	0.03678689936
1507	0.03674274404
1508	0.03673503347
1509	0.0367054068
1510	0.0366939479
1511	0.03666356052
1512	0.03664507589
1513	0.03661638996
1514	0.03658641057
1515	0.03655842629
1516	0.03653507414
1517	0.03651145683
1518	0.03648321022
1519	0.03645568905
1520	0.03641831413
1521	0.03638718649
1522	0.03638294493
1523	0.03636312951
1524	0.03633828646
1525	0.03632390251
1526	0.03630166153
1527	0.03629483943
1528	0.0362783881
1529	0.03625099948
1530	0.03622341153
1531	0.0361977664
1532	0.03617690844
1533	0.0361548769
1534	0.03615257228
1535	0.03613610734
1536	0.03611546205
1537	0.0360851696
1538	0.03608342678
1539	0.03605486431
1540	0.03602912308
1541	0.03599737905
1542	0.03596746048
1543	0.03594869202
1544	0.03592343421
1545	0.03590306652
1546	0.03588241672
1547	0.03586698754
1548	0.03582648153
1549	0.03578902314
1550	0.0357395621
1551	0.03572250812
1552	0.03569437689
1553	0.03568078165
1554	0.0356637504
1555	0.03563536819
1556	0.03561615689
1557	0.03559586423
1558	0.03557722022
1559	0.03554151226
1560	0.03552405893
1561	0.03549062749
1562	0.03547172896
1563	0.03545433447
1564	0.03543387903
1565	0.03540263489
1566	0.03537905515
1567	0.03535816286
1568	0.03533686319
1569	0.03530976412
1570	0.03528733336
1571	0.0352478529
1572	0.0352262099
1573	0.0351866744
1574	0.0351540669
1575	0.03513419071
1576	0.03511095939
1577	0.03509674003
1578	0.0350758727
1579	0.03504840669
1580	0.03503607167
1581	0.03500373024
1582	0.03497077229
1583	0.03494480764
1584	0.03492032275
1585	0.03489631799
1586	0.03487214081
1587	0.03485961436
1588	0.03484764302
1589	0.03483110474
1590	0.03478735442
1591	0.03476592972
1592	0.0347506816
1593	0.03473876141
1594	0.03470848892
1595	0.03467921088
1596	0.03466320847
1597	0.03464798371
1598	0.03463260004
1599	0.03458153012
1600	0.0345667721
1601	0.03454572863
1602	0.03453502152
1603	0.03449728142
1604	0.03447564015
1605	0.03446096253
1606	0.03441955287
1607	0.03440075271
1608	0.03439262351
1609	0.03438633889
1610	0.03436789546
1611	0.03435130496
1612	0.03432541388
1613	0.03430129899
1614	0.03428298213
1615	0.03426838808
1616	0.03425329596
1617	0.03424071277
1618	0.03423204412
1619	0.03421471771
1620	0.03419369988
1621	0.03417564797
1622	0.03414783919
1623	0.03411967756
1624	0.03409725339
1625	0.03407205673
1626	0.03404262658
1627	0.03401364962
1628	0.03399932148
1629	0.03395869588
1630	0.03394406186
1631	0.03394284203
1632	0.03392378894
1633	0.03388993905
1634	0.03388104334
1635	0.03386404017
1636	0.03383592055
1637	0.03381741297
1638	0.03379422393
1639	0.03377267845
1640	0.03373337073
1641	0.03371497567
1642	0.03370702519
1643	0.03369639327
1644	0.03367087711
1645	0.03365228077
1646	0.0336228746
1647	0.03360292548
1648	0.03358401878
1649	0.03355388493
1650	0.03353893429
1651	0.03350848243
1652	0.03348651142
1653	0.03345850808
1654	0.03345640849
1655	0.03344582824
1656	0.03341572245
1657	0.03337443294
1658	0.03335755999
1659	0.03334485441
1660	0.03332619176
1661	0.03329878245
1662	0.03328778138
1663	0.03325480395
1664	0.03323631347
1665	0.03320792259
1666	0.03319732369
1667	0.03316431894
1668	0.03315673772
1669	0.03313171635
1670	0.03311490766
1671	0.03310425196
1672	0.0330841416
1673	0.03305543506
1674	0.0330311102
1675	0.03301424324
1676	0.03298464143
1677	0.03295040847
1678	0.03291237405
1679	0.03288729232
1680	0.03286879946
1681	0.03284456375
1682	0.03282596321
1683	0.03281878199
1684	0.03279762874
1685	0.03277186279
1686	0.03274888939
1687	0.03273394193
1688	0.03272556483
1689	0.03271299441
1690	0.03269346649
1691	0.03266278514
1692	0.03263941776
1693	0.0326187859
1694	0.03260334956
1695	0.03255794663
1696	0.03254010795
1697	0.03251808668
1698	0.03250702438
1699	0.03248757457
1700	0.03245077567
1701	0.03242404111
1702	0.03241427356
1703	0.03239214571
1704	0.03236832906
1705	0.03234062014
1706	0.03232704475
1707	0.03232476133
1708	0.03230444994
1709	0.03228891313
1710	0.03225280635
1711	0.03222643194
1712	0.03221213249
1713	0.03220930278
1714	0.03217130359
1715	0.03215937457
1716	0.03215830979
1717	0.03211544877
1718	0.03210072363
1719	0.03209342706
1720	0.03208335294
1721	0.03206221342
1722	0.03203779601
1723	0.03199990627
1724	0.03198039322
1725	0.0319662894
1726	0.031945348
1727	0.03192592255
1728	0.03189736207
1729	0.03188149326
1730	0.03186634032
1731	0.03184002433
1732	0.03181907164
1733	0.03180206892
1734	0.03178401758
1735	0.03176850292
1736	0.03176341165
1737	0.03175153751
1738	0.03172757252
1739	0.03172132467
1740	0.03170027026
1741	0.03168186809
1742	0.03167091454
1743	0.03164158057
1744	0.03161342516
1745	0.03159961287
1746	0.03159664145
1747	0.03156802542
1748	0.03155610226
1749	0.03152968644
1750	0.03150599938
1751	0.03147213842
1752	0.03146657898
1753	0.031430642
1754	0.03140586351
1755	0.03140178928
1756	0.03138981038
1757	0.03137285586
1758	0.03135124158
1759	0.03133610626
1760	0.03132733402
1761	0.03129768325
1762	0.03126411394
1763	0.03123701817
1764	0.03122409005
1765	0.03120501256
1766	0.0311910101
1767	0.03117418898
1768	0.03114510561
1769	0.03111712777
1770	0.03110304902
1771	0.03108337749
1772	0.03107904465
1773	0.03105671023
1774	0.03104138225
1775	0.03101855265
1776	0.03099825336
1777	0.03098279931
1778	0.03096827156
1779	0.03094799952
1780	0.03092822829
1781	0.03089758494
1782	0.03088678545
1783	0.03087648569
1784	0.03085484118
1785	0.03083322145
1786	0.03081438958
1787	0.03080093695
1788	0.03077984367
1789	0.03076867536
1790	0.03075209122
1791	0.03073534905
1792	0.03072822093
1793	0.0307118463
1794	0.03071028746
1795	0.03068737142
1796	0.03067380801
1797	0.03066472349
1798	0.0306476434
1799	0.03062901308
1800	0.03060869918
1801	0.03059034247
1802	0.03056511787
1803	0.03054259253
1804	0.0305301906
1805	0.03050762656
1806	0.03049336073
1807	0.03047362163
1808	0.0304495812
1809	0.03042274795
1810	0.03039615246
1811	0.03037799282
1812	0.03034729593
1813	0.03032363198
1814	0.03030299547
1815	0.03027191115
1816	0.03024838891
1817	0.03023151012
1818	0.03020928371
1819	0.03020168922
1820	0.03018705454
1821	0.03016810089
1822	0.03013280091
1823	0.03011889086
1824	0.03010777189
1825	0.03007881527
1826	0.03005895682
1827	0.03003984532
1828	0.03003096785
1829	0.03000965923
1830	0.02999120636
1831	0.02998228395
1832	0.02995745027
1833	0.02992658041
1834	0.02991099053
1835	0.02989654491
1836	0.02989116805
1837	0.02986039911
1838	0.0298579238
1839	0.02984951569
1840	0.02984514169
1841	0.02982345918
1842	0.02979599758
1843	0.02977311275
1844	0.02976072982
1845	0.02973762888
1846	0.02973021521
1847	0.02972800916
1848	0.02971077781
1849	0.02968212534
1850	0.02966109182
1851	0.02963507402
1852	0.02961578151
1853	0.02959289131
1854	0.02957862696
1855	0.02955316422
1856	0.02953160762
1857	0.02950693568
1858	0.02949708402
1859	0.0294785118
1860	0.02947691494
1861	0.02945778722
1862	0.02944170695
1863	0.02943081805
1864	0.02942353607
1865	0.02940223122
1866	0.02937809732
1867	0.0293611062
1868	0.0293461002
1869	0.0293230051
1870	0.02929457032
1871	0.0292772739
1872	0.02925519033
1873	0.02923915631
1874	0.02922022733
1875	0.02918928168
1876	0.02918296929
1877	0.02916938012
1878	0.02914325373
1879	0.02913263772
1880	0.02911702311
1881	0.02908674147
1882	0.0290533912
1883	0.02902969385
1884	0.02901342214
1885	0.02900359426
1886	0.02898698553
1887	0.02896883315
1888	0.02893293765
1889	0.02891031039
1890	0.02888557828
1891	0.02886823465
1892	0.02885265545
1893	0.02882547401
1894	0.02882057261
1895	0.02880333265
1896	0.02878158422
1897	0.02877153495
1898	0.02876295245
1899	0.02874482923
1900	0.02873099447
1901	0.02870803705
1902	0.02869087425
1903	0.02866146031
1904	0.02865198301
1905	0.02862053834
1906	0.02860141371
1907	0.02858809323
1908	0.02856493558
1909	0.02855187975
1910	0.02853377406
1911	0.02851154677
1912	0.02848869816
1913	0.02846599076
1914	0.02843651818
1915	0.02841464032
1916	0.02839928838
1917	0.02837739205
1918	0.02835883894
1919	0.0283503326
1920	0.02834516809
1921	0.02833207609
1922	0.02831485937
1923	0.02829529883
1924	0.02827863396
1925	0.02824563054
1926	0.02822511338
1927	0.02822007055
1928	0.02820116662
1929	0.02818545962
1930	0.02816339939
1931	0.02814952981
1932	0.02812239069
1933	0.02811309367
1934	0.02808273521
1935	0.02806302593
1936	0.02805543228
1937	0.02804084327
1938	0.02801970768
1939	0.02799622091
1940	0.02797638795
1941	0.02796825251
1942	0.02795007235
1943	0.02794260542
1944	0.02792291451
1945	0.02790011269
1946	0.02788458765
1947	0.02785339439
1948	0.02785019932
1949	0.02782888997
1950	0.02782526024
1951	0.02780931982
1952	0.0277997664
1953	0.0277840064
1954	0.02777726471
1955	0.02776025649
1956	0.02773634085
1957	0.02771329686
1958	0.0276950608
1959	0.02767275916
1960	0.02766616985
1961	0.02765951901
1962	0.02764154537
1963	0.02762865672
1964	0.02761221853
1965	0.0276072578
1966	0.02760256689
1967	0.02759560501
1968	0.02757294289
1969	0.02755142333
1970	0.0275373384
1971	0.02752637458
1972	0.02751877282
1973	0.0274895055
1974	0.02745968952
1975	0.02744309756
1976	0.02742073164
1977	0.02741101095
1978	0.02740088725
1979	0.02736282747
1980	0.02735570496
1981	0.02734502075
1982	0.02734367943
1983	0.02732253153
1984	0.02730513374
1985	0.02728608395
1986	0.02727341261
1987	0.02725555734
1988	0.02723549728
1989	0.02721420056
1990	0.02718997528
1991	0.02717164761
1992	0.027160182
1993	0.02714904167
1994	0.02713068793
1995	0.02712187604
1996	0.02710992835
1997	0.02709026255
1998	0.02708119488
1999	0.02706389898
2000	0.02704923354
2001	0.02703258217
2002	0.02702193423
2003	0.02699947466
2004	0.02698559617
2005	0.0269839346
2006	0.02696869674
2007	0.02695048725
2008	0.02692652344
2009	0.02691198202
2010	0.02689728845
2011	0.02689231978
2012	0.02687108718
2013	0.02685283013
2014	0.02683188791
2015	0.02681422966
2016	0.02679441464
2017	0.02677753896
2018	0.02676075052
2019	0.02674134606
2020	0.02672182113
2021	0.02671661374
2022	0.02668935099
2023	0.02668804342
2024	0.02667618186
2025	0.02666108699
2026	0.02664706335
2027	0.02663867102
2028	0.02662259207
2029	0.02659671458
2030	0.02659159779
2031	0.02658217099
2032	0.02657113471
2033	0.02655201558
2034	0.02654133553
2035	0.02653260742
2036	0.02651371738
2037	0.02648701428
2038	0.02647367044
2039	0.02646920555
2040	0.02646016967
2041	0.02644186116
2042	0.02642589375
2043	0.02641612082
2044	0.02641091253
2045	0.02639205501
2046	0.02637118661
2047	0.02634662037
2048	0.02633404396
2049	0.02631838621
2050	0.02629112119
2051	0.02628252306
2052	0.02626515371
2053	0.02625049797
2054	0.02623621062
2055	0.02620763432
2056	0.02618786175
2057	0.02616920387
2058	0.0261508575
2059	0.02613374239
2060	0.02612406847
2061	0.02610330155
2062	0.02608690919
2063	0.02607897452
2064	0.02607105797
2065	0.02605633819
2066	0.02603404181
2067	0.02601802388
2068	0.02600243709
2069	0.02598847069
2070	0.02597287855
2071	0.02596359873
2072	0.02595152231
2073	0.02593208524
2074	0.02592464301
2075	0.02591195515
2076	0.02589896159
2077	0.0258787392
2078	0.02585810771
2079	0.02583641826
2080	0.02581703588
2081	0.02579654234
2082	0.02577584219
2083	0.02576950023
2084	0.02575896764
2085	0.02575427139
2086	0.02573310367
2087	0.02571472783
2088	0.02570979516
2089	0.02568657039
2090	0.02566827079
2091	0.02565034895
2092	0.02564056841
2093	0.02563339153
2094	0.02561587676
2095	0.02560851175
2096	0.02558894692
2097	0.02557663597
2098	0.02554812907
2099	0.0255381851
2100	0.02552772828
2101	0.02549867579
2102	0.02549006666
2103	0.02547200097
2104	0.02546427849
2105	0.02543848133
2106	0.02541198514
2107	0.02539625493
2108	0.02538920637
2109	0.02538410081
2110	0.02536427505
2111	0.02535586036
2112	0.02534146687
2113	0.02531584344
2114	0.02529699952
2115	0.02528177068
2116	0.02526979342
2117	0.02525364664
2118	0.02523980039
2119	0.0252250524
2120	0.02519880601
2121	0.02518152994
2122	0.02516914457
2123	0.02514860171
2124	0.02512731378
2125	0.02510731368
2126	0.02509360715
2127	0.02508271834
2128	0.02505805683
2129	0.02504629967
2130	0.02504369295
2131	0.02503733947
2132	0.0250129402
2133	0.02499050021
2134	0.0249735127
2135	0.0249592415
2136	0.02494225879
2137	0.02492588438
2138	0.02490101804
2139	0.02488503027
2140	0.02487358523
2141	0.02486764788
2142	0.02483625208
2143	0.02482491535
2144	0.02481102633
2145	0.02479921134
2146	0.02478764516
2147	0.02477282296
2148	0.02474883104
2149	0.02474093362
2150	0.02473298711
2151	0.02471519854
2152	0.02470456481
2153	0.0246853892
2154	0.02466381722
2155	0.02464290145
2156	0.02462427589
2157	0.02461595706
2158	0.02460916644
2159	0.02460422907
2160	0.02460217491
2161	0.02459418664
2162	0.02457437129
2163	0.02456517527
2164	0.02454721445
2165	0.02453556229
2166	0.02452235432
2167	0.02451355057
2168	0.02449069901
2169	0.02447633804
2170	0.02445329994
2171	0.02443796503
2172	0.02442714282
2173	0.0244171371
2174	0.02440757472
2175	0.024390759
2176	0.02437667898
2177	0.02436203553
2178	0.024347408
2179	0.02432422359
2180	0.02431380312
2181	0.02430653862
2182	0.02429273138
2183	0.02427135362
2184	0.02426032752
2185	0.02425240705
2186	0.02424690464
2187	0.02422621842
2188	0.0242060121
2189	0.02419545375
2190	0.02417889114
2191	0.0241696037
2192	0.02415475095
2193	0.02415362582
2194	0.02414349699
2195	0.02413004546
2196	0.02411777852
2197	0.02410869121
2198	0.02410680268
2199	0.0240926039
2200	0.0240770203
2201	0.02406758723
2202	0.02405794057
2203	0.02404303696
2204	0.02402855031
2205	0.02401362702
2206	0.02398920482
2207	0.02398497748
2208	0.02396268853
2209	0.02395367427
2210	0.02394430514
2211	0.02392847825
2212	0.02389657886
2213	0.02389419976
2214	0.02388802707
2215	0.02387435146
2216	0.02386783458
2217	0.02385764405
2218	0.02385535686
2219	0.02382925656
2220	0.02381042272
2221	0.02379745455
2222	0.02377691321
2223	0.0237758646
2224	0.02376207324
2225	0.02375199257
2226	0.02374542544
2227	0.02373736939
2228	0.02371511277
2229	0.02370245661
2230	0.02369310699
2231	0.02367308996
2232	0.02364823313
2233	0.02363244676
2234	0.02362195707
2235	0.02360271185
2236	0.02358236603
2237	0.02357726787
2238	0.02357546516
2239	0.02357443959
2240	0.02354680955
2241	0.02354495622
2242	0.02352624667
2243	0.02351829535
2244	0.02350284873
2245	0.02349136199
2246	0.02347822538
2247	0.02346997537
2248	0.0234625365
2249	0.02345612262
2250	0.02343649091
2251	0.0234194686
2252	0.02341174442
2253	0.02339797527
2254	0.02338728152
2255	0.02336469499
2256	0.02335410997
2257	0.02333920114
2258	0.02333057222
2259	0.02331745476
2260	0.02330772691
2261	0.02329529828
2262	0.02328568414
2263	0.02327454831
2264	0.02327160754
2265	0.02326134206
2266	0.0232463207
2267	0.02324082255
2268	0.0232282645
2269	0.02320731267
2270	0.02320671634
2271	0.0231967673
2272	0.02318928169
2273	0.02317629734
2274	0.02317469427
2275	0.02315182053
2276	0.02313047106
2277	0.02311683559
2278	0.02310489188
2279	0.0230900931
2280	0.02307989758
2281	0.02306809685
2282	0.02305608587
2283	0.023048859
2284	0.02302945127
2285	0.02302064392
2286	0.02300656072
2287	0.02299428057
2288	0.02296244365
2289	0.02295257887
2290	0.02294442481
2291	0.02294255193
2292	0.02293139774
2293	0.02291802668
2294	0.02291038736
2295	0.02288919492
2296	0.02287497942
2297	0.02286451675
2298	0.02285154949
2299	0.02285014419
2300	0.02283985643
2301	0.02282027813
2302	0.02280337553
2303	0.02279838258
2304	0.02277534721
2305	0.02276091613
2306	0.02275639535
2307	0.0227398089
2308	0.02273435482
2309	0.02272059602
2310	0.02271631929
2311	0.02270819532
2312	0.0226907838
2313	0.02267782116
2314	0.02265320134
2315	0.0226278616
2316	0.02261964536
2317	0.02260869355
2318	0.02258913764
2319	0.02258466716
2320	0.02258038412
2321	0.0225731696
2322	0.02255893938
2323	0.02253421265
2324	0.0225194636
2325	0.02250903208
2326	0.02248632588
2327	0.02246746003
2328	0.0224555835
2329	0.02244783836
2330	0.02243544767
2331	0.02242298883
2332	0.02240291032
2333	0.02238611354
2334	0.02237066044
2335	0.02235712638
2336	0.02233906165
2337	0.02232497932
2338	0.02231218925
2339	0.02229631826
2340	0.02228050219
2341	0.02226119578
2342	0.02224779523
2343	0.0222279746
2344	0.02221133515
2345	0.02220749351
2346	0.02218858637
2347	0.02217209855
2348	0.02215149808
2349	0.02214576329
2350	0.02212676451
2351	0.02211461321
2352	0.02209732362
2353	0.02208711041
2354	0.02208137347
2355	0.02206651551
2356	0.02205775038
2357	0.02204873219
2358	0.0220359182
2359	0.02202582558
2360	0.02201814907
2361	0.02201070175
2362	0.02199248711
2363	0.02198197803
2364	0.02197201959
2365	0.02195662565
2366	0.02195507057
2367	0.02194791543
2368	0.02193888254
2369	0.021927023
2370	0.0219160724
2371	0.02190660802
2372	0.02189679659
2373	0.02188412889
2374	0.02186638974
2375	0.02184883535
2376	0.02183304427
2377	0.02180367374
2378	0.02179330457
2379	0.02178362095
2380	0.02177231745
2381	0.02176245669
2382	0.02175639603
2383	0.02174007837
2384	0.02172908756
2385	0.02171912501
2386	0.0217042455
2387	0.02168996346
2388	0.02168084836
2389	0.02167740599
2390	0.02167107326
2391	0.02166507983
2392	0.02165451582
2393	0.02163763775
2394	0.02162943328
2395	0.02161481908
2396	0.02159652386
2397	0.02157799816
2398	0.02156295457
2399	0.0215529411
2400	0.02154802389
2401	0.02153621185
2402	0.02153560982
2403	0.02152492864
2404	0.02151386761
2405	0.021499149
2406	0.02149086554
2407	0.02146914211
2408	0.02145935924
2409	0.02144112228
2410	0.0214357357
2411	0.0214295237
2412	0.0214149581
2413	0.02140087434
2414	0.02138600052
2415	0.02136951781
2416	0.02136324354
2417	0.02135680676
2418	0.02134572973
2419	0.02133306456
2420	0.02131575571
2421	0.02129919018
2422	0.02129658996
2423	0.02128683124
2424	0.02128307276
2425	0.02127087488
2426	0.02125960039
2427	0.02125869638
2428	0.02124166693
2429	0.02123202857
2430	0.02122308763
2431	0.02121496597
2432	0.02120200457
2433	0.02119617909
2434	0.02118396056
2435	0.02117393728
2436	0.02116134336
2437	0.02115509454
2438	0.02113750063
2439	0.02112019827
2440	0.02111198451
2441	0.02109839099
2442	0.02107881231
2443	0.021068493
2444	0.021058493
2445	0.02104752081
2446	0.02103721891
2447	0.02102854332
2448	0.02101252393
2449	0.02099295892
2450	0.02098404682
2451	0.0209776676
2452	0.02096876691
2453	0.02095747077
2454	0.02094840703
2455	0.0209383196
2456	0.02093625946
2457	0.02092081519
2458	0.02092003092
2459	0.02091004414
2460	0.02089353915
2461	0.02088886693
2462	0.02088215298
2463	0.02087603126
2464	0.02087524192
2465	0.02087445816
2466	0.02086755718
2467	0.02085930536
2468	0.02085031424
2469	0.02084008318
2470	0.02083294734
2471	0.02081830586
2472	0.02080643947
2473	0.02079911869
2474	0.02078246187
2475	0.02076285699
2476	0.02074593578
2477	0.02073683206
2478	0.02072820638
2479	0.02070763688
2480	0.02069742519
2481	0.02069584354
2482	0.02068297682
2483	0.02066854764
2484	0.02065770923
2485	0.02063921841
2486	0.02063758802
2487	0.02062558618
2488	0.02062132857
2489	0.02061625825
2490	0.02059560131
2491	0.02058651961
2492	0.02057699272
2493	0.02056096847
2494	0.02054330853
2495	0.02053423515
2496	0.02051802744
2497	0.02049950639
2498	0.02049352797
2499	0.02048795434
2500	0.02047976877
2501	0.0204600861
2502	0.02045502522
2503	0.02044536485
2504	0.0204341286
2505	0.020420875
2506	0.02041683344
2507	0.02040342419
2508	0.02039421998
2509	0.02038608531
2510	0.02037742803
2511	0.02036334777
2512	0.02035726177
2513	0.0203559551
2514	0.02033896155
2515	0.02032523861
2516	0.0203107646
2517	0.02030683831
2518	0.0202952958
2519	0.02027606648
2520	0.02026881969
2521	0.02025352561
2522	0.02023695442
2523	0.02022208318
2524	0.02020076897
2525	0.02018688327
2526	0.02016723372
2527	0.02016665416
2528	0.02015349684
2529	0.02013791533
2530	0.02013093481
2531	0.02012030173
2532	0.02010413677
2533	0.02009706919
2534	0.02009405278
2535	0.02008075573
2536	0.02007120592
2537	0.02007063265
2538	0.0200566928
2539	0.02004183763
2540	0.02002090476
2541	0.02001092258
2542	0.01999780485
2543	0.01999496087
2544	0.01998209904
2545	0.01996917166
2546	0.01995502014
2547	0.01994713803
2548	0.01994318992
2549	0.01993331318
2550	0.01992515748
2551	0.01991442283
2552	0.01991048632
2553	0.01988479838
2554	0.01987066282
2555	0.01985712324
2556	0.01985169556
2557	0.01984003925
2558	0.01982034365
2559	0.0198184829
2560	0.01980937877
2561	0.01980576249
2562	0.01979745211
2563	0.01979000949
2564	0.019777034
2565	0.01977162862
2566	0.01975688472
2567	0.019749548
2568	0.01973023462
2569	0.01971377852
2570	0.01970221555
2571	0.01968895707
2572	0.01967825449
2573	0.01965902363
2574	0.01964762348
2575	0.01963524851
2576	0.01961759797
2577	0.01959858772
2578	0.01958086702
2579	0.01956860235
2580	0.01956071513
2581	0.01955912555
2582	0.01954990277
2583	0.01954206544
2584	0.01953125757
2585	0.01951508721
2586	0.01949966434
2587	0.01948261972
2588	0.01946912971
2589	0.01945577539
2590	0.01945427952
2591	0.01943427255
2592	0.01941979095
2593	0.0194112618
2594	0.01940200967
2595	0.01938293642
2596	0.01936618808
2597	0.01935457595
2598	0.0193542037
2599	0.01934361838
2600	0.01933308589
2601	0.01932824589
2602	0.01932471984
2603	0.01931413767
2604	0.01929986058
2605	0.01928937191
2606	0.01927301207
2607	0.01925607975
2608	0.01924731253
2609	0.01922255986
2610	0.01920781057
2611	0.01919585696
2612	0.01917792463
2613	0.0191659101
2614	0.0191462836
2615	0.01914129786
2616	0.0191351862
2617	0.01912308613
2618	0.01910997282
2619	0.01910293833
2620	0.019092714
2621	0.01909016484
2622	0.01908140233
2623	0.01906654568
2624	0.01905603952
2625	0.01905560804
2626	0.01904782787
2627	0.01904032161
2628	0.01902860726
2629	0.01901888588
2630	0.01900646072
2631	0.01900176367
2632	0.01899468755
2633	0.01898577184
2634	0.01897509044
2635	0.01896611055
2636	0.01895836872
2637	0.01895147528
2638	0.01894657558
2639	0.0189332613
2640	0.01892748949
2641	0.01892572926
2642	0.01891493384
2643	0.01890049094
2644	0.01889572933
2645	0.01888478806
2646	0.01887096556
2647	0.01886849395
2648	0.01885536181
2649	0.0188425523
2650	0.0188315764
2651	0.01882742
2652	0.01882085492
2653	0.0188142216
2654	0.0188046438
2655	0.01879966809
2656	0.018784955
2657	0.01877949085
2658	0.01877786838
2659	0.01876462598
2660	0.01875778766
2661	0.01874984962
2662	0.01873665159
2663	0.01871616222
2664	0.01870196009
2665	0.0186885115
2666	0.01867955283
2667	0.01867793532
2668	0.01866030877
2669	0.01865468415
2670	0.0186409578
2671	0.0186338976
2672	0.01862536751
2673	0.01861892016
2674	0.01860802436
2675	0.01860209919
2676	0.01859902887
2677	0.01858476821
2678	0.01857223968
2679	0.01857175837
2680	0.01857058583
2681	0.01855661913
2682	0.01853891573
2683	0.01852982718
2684	0.01852092777
2685	0.01850930287
2686	0.01850481607
2687	0.01849499206
2688	0.01847264594
2689	0.01847013335
2690	0.01845676556
2691	0.01843832673
2692	0.0184282801
2693	0.01841914009
2694	0.01840184589
2695	0.01838889714
2696	0.01838218282
2697	0.01836692778
2698	0.01835946264
2699	0.01835204766
2700	0.01833202382
2701	0.01831939343
2702	0.0183146456
2703	0.01831131096
2704	0.01829979738
2705	0.01829550517
2706	0.01828032004
2707	0.01826341512
2708	0.01825948891
2709	0.01825908537
2710	0.01825583552
2711	0.01825253789
2712	0.01823343698
2713	0.01821869499
2714	0.01821147115
2715	0.0182038281
2716	0.01818393185
2717	0.01817473327
2718	0.01816548873
2719	0.01816449337
2720	0.01815197616
2721	0.01814763014
2722	0.01813881463
2723	0.01813266174
2724	0.01812369737
2725	0.018108564
2726	0.01810021508
2727	0.0180863426
2728	0.01807308527
2729	0.0180607568
2730	0.01805119582
2731	0.01805017816
2732	0.01804338899
2733	0.018031585
2734	0.01803104725
2735	0.01802066415
2736	0.01802019943
2737	0.01801371306
2738	0.01800463107
2739	0.01799448306
2740	0.01798800808
2741	0.0179727147
2742	0.01796042056
2743	0.01794904771
2744	0.01794067353
2745	0.01794016997
2746	0.01793126259
2747	0.01792358341
2748	0.01791493239
2749	0.01790323365
2750	0.01789612671
2751	0.01788914192
2752	0.01788596206
2753	0.0178740052
2754	0.01786374392
2755	0.01785446554
2756	0.01784713856
2757	0.01783926041
2758	0.01783721522
2759	0.01782619388
2760	0.01782058887
2761	0.01781348848
2762	0.01780597619
2763	0.01780268473
2764	0.01778325021
2765	0.01777272624
2766	0.01776685551
2767	0.01776234366
2768	0.01775687586
2769	0.01774148424
2770	0.0177251372
2771	0.01771643241
2772	0.01770281342
2773	0.01769315561
2774	0.01768677744
2775	0.01767379024
2776	0.01766321048
2777	0.01765106643
2778	0.01764205735
2779	0.01763961701
2780	0.0176377977
2781	0.01762517058
2782	0.01761446428
2783	0.0175989522
2784	0.0175880776
2785	0.01758283171
2786	0.01757673061
2787	0.0175721321
2788	0.01756408721
2789	0.01755981869
2790	0.01754714079
2791	0.0175373492
2792	0.01753439269
2793	0.01752432794
2794	0.0175125811
2795	0.01750258876
2796	0.01749494906
2797	0.01748612743
2798	0.01747441333
2799	0.01746083755
2800	0.01744982286
2801	0.01744201164
2802	0.01743427732
2803	0.01742753234
2804	0.01742191904
2805	0.01741428017
2806	0.01740331497
2807	0.01739243775
2808	0.01738550577
2809	0.01738156734
2810	0.0173637417
2811	0.01735691249
2812	0.01735006217
2813	0.01733428255
2814	0.01732191009
2815	0.01732012618
2816	0.01731568967
2817	0.01730931642
2818	0.01729292524
2819	0.01728942098
2820	0.01727775479
2821	0.01727607492
2822	0.01726626111
2823	0.01725243675
2824	0.0172513445
2825	0.01724231776
2826	0.01723872148
2827	0.01723625842
2828	0.01722742851
2829	0.01721805386
2830	0.01720950409
2831	0.01719413655
2832	0.01718807079
2833	0.01718527084
2834	0.01717824701
2835	0.01717627026
2836	0.01716068445
2837	0.01715711552
2838	0.01714909963
2839	0.0171408635
2840	0.01713814404
2841	0.01712754076
2842	0.01712712773
2843	0.01712075619
2844	0.01710738901
2845	0.01709851148
2846	0.01709408031
2847	0.01708984368
2848	0.01707674109
2849	0.01707479646
2850	0.01707153949
2851	0.01706158606
2852	0.01704848895
2853	0.01703577369
2854	0.01702337078
2855	0.01701096124
2856	0.01700143046
2857	0.01699006045
2858	0.01698602398
2859	0.01697910906
2860	0.01696371669
2861	0.0169565893
2862	0.0169558443
2863	0.01694470904
2864	0.01693572835
2865	0.01693044105
2866	0.01692311958
2867	0.01692084581
2868	0.0169077455
2869	0.01689487944
2870	0.01689144306
2871	0.01688297811
2872	0.01687606988
2873	0.01686303422
2874	0.01686005383
2875	0.01684541804
2876	0.01683507968
2877	0.01683210203
2878	0.0168188678
2879	0.01680959655
2880	0.01680841614
2881	0.01680235373
2882	0.01679754548
2883	0.01679676826
2884	0.01679563792
2885	0.01679312791
2886	0.01678394817
2887	0.01677081724
2888	0.01676061895
2889	0.01675618698
2890	0.01675549565
2891	0.01675204124
2892	0.01674536404
2893	0.0167318733
2894	0.01672041272
2895	0.01671360714
2896	0.01671234521
2897	0.01671192281
2898	0.01670199429
2899	0.0166897224
2900	0.01668938144
2901	0.01667550199
